STUD_ID|CPNT_TYP_ID|CPNT_ID|REV_DTE|CMPL_STAT_ID|COMPL_DTE|COMPL_DTE_TIMEZONE|LST_UPD_USR|GRADE|REV_NUM|CREDIT_HRS|CPE_HRS|CONTACT_HRS|TOTAL_HRS|INST_N:00 AME|COMMENTS|ES_USER_N:00 AME|ESIG_MEANING_CODE_ID|ESIG_MESSAGE|SCHD_ID|INCLUDE_IN_GOVT_REPORTING|PROGR:00 AM1_2483_ID|PROGR:00 AM1_HRS|PROGR:00 AM1_TRAINING_FUNDING_ID|PROGR:00 AM1_HOURS_DURING_WORK|HOURS_OUTSIDE_OF_WORK|PROGR:00 AM2_2483_ID|PROGR:00 AM2_HRS|PROGR:00 AM2_TRAINING_FUNDING_ID|PROGR:00 AM2_HOURS_DURING_WORK|PROGR:00 AM2_HOURS_OUTSIDE_OF_WORK|PROGR:00 AM3_2483_ID|PROGR:00 AM3_HRS|PROGR:00 AM3_TRAINING_FUNDING_ID|PROGR:00 AM3_HOURS_DURING_WORK|PROGR:00 AM3_HOURS_OUTSIDE_OF_WORK|HOURLY_RATE|HOURLY_RATE_CURRENCY|LGL_ENTITY_2483_ID|EMP_CLASS_2483_ID|TRAINING_ACTION_CATEGORY_ID|TRAINING_PURPOSE_ID|ADJUSTED_HOURLY_RATE|ADJUSTED_HOURLY_RATE_CURRENCY|!##!
nicolasquesada|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nicolasquesada|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nicolasquesada|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nicolasquesada|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nicolasquesada|Sesión|2ed54bfe-3901-4ba6-80ee-8a96fe33b94e||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
NJones|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
NJones|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
NJones|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
NJones|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
NJones|Sesión|2ed54bfe-3901-4ba6-80ee-8a96fe33b94e||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nnalinski89@yahoo.com|Prueba|96eb7cf3-917d-4aae-acc3-05a91733434e||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nnalinski89@yahoo.com|Prueba|8a30d3b9-a265-4afc-a87f-28bc7276e1d1||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nnalinski89@yahoo.com|Prueba|320ea1b8-e27f-4212-9bb7-b08aa132df14||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nruffins@demo.com|Prueba|b87a4060-818d-4d3a-9f98-147b2db90f0b||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nruffins@demo.com|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nwatson|Clase en lC-nea|dd6b43ce-b0c1-4cc7-b6c1-3bda2935761b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nwatson|Evento|81bdc40b-9441-4924-8395-04a406aaceb6||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nwatson|Material|06ef94e6-6d3c-4b1e-b40f-47fb6c1b9202||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nwatson|Material|a3ebf0b5-9986-490a-a211-ecc204849b6c||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nwatson|Sesión|cc1cc7aa-1cce-4271-afba-fda0bf07f81d||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
nwatson|Video|ae5fffbe-47aa-4110-b247-9634a92fcd5a||Video-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
Ocapitaine|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
Ocapitaine|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
Ocapitaine|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
Ocapitaine|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
Ocapitaine|Sesión|2ed54bfe-3901-4ba6-80ee-8a96fe33b94e||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oguo|Evento|7c770110-f366-4d05-b358-90ca00edd50d||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oguo|Sesión|98e79020-7fb8-4350-8c10-fc3a8bb0765c||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Evento|d85aed90-393a-4fae-98d9-71e2fcd374ce||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Evento|22755c51-a37d-42bd-9351-87fff6c6e01a||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Sesión|246fd69e-6b1e-4997-ba6e-0c762f7e8a8c||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Sesión|17d0a4e2-8754-4a28-8164-3181ef918a39||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Sesión|02d84804-637d-4763-bfc4-5abc7d8724e8||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omitchell|Sesión|fd8c8a28-b53c-4c48-bb72-8e2c8583e2e5||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omoore|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omoore|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omoore|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
omoore|Sesión|734979d3-2920-49f5-9970-28dd7fcb799c||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Clase en lC-nea|4f67ecb5-6c2c-4293-a9d4-15552d085cf9||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Clase en lC-nea|6622d4c7-5aef-442a-86ff-2d9eb768779b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Prueba|99433bd2-af6e-49ed-a158-8827601f5449||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Prueba|649b2430-2c01-4190-9cab-cab1bf4dba1b||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Prueba|161e97aa-917e-4b25-8766-db6713e11013||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Seguidor|0761d23f-2fb2-49ab-889a-fb3cc0c24a4e||Seguidor-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Sesión|925ad3f5-1b01-4e76-a944-5ff3376935d5||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oroberts|Sesión|2ed54bfe-3901-4ba6-80ee-8a96fe33b94e||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oturner|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oturner|Material|5fdaf94e-988a-4c6c-834d-535872c5aeb8||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
oturner|Sesión|395a0f33-5314-4220-bc0a-8f90d566e2c3||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
p.martin@gmail.com|Prueba|b87a4060-818d-4d3a-9f98-147b2db90f0b||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
p.martin@gmail.com|Prueba|b87a4060-818d-4d3a-9f98-147b2db90f0b||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
p.martin@gmail.com|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
p.martin@gmail.com|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
padmin|Material|c77d9e90-89e0-4d30-8b52-17412a3649b1||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
padmin|Material|dbe91aed-8f63-4b3b-a4e0-eef76dabf34f||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
padmin|Nota|da089413-77ab-4d7f-898c-111bb45b0728||Nota-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pascal@durand.com|Prueba|99433bd2-af6e-49ed-a158-8827601f5449||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pascal@durand.com|Prueba|649b2430-2c01-4190-9cab-cab1bf4dba1b||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pascal@durand.com|Prueba|161e97aa-917e-4b25-8766-db6713e11013||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Clase en lC-nea|4f67ecb5-6c2c-4293-a9d4-15552d085cf9||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Clase en lC-nea|6622d4c7-5aef-442a-86ff-2d9eb768779b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Clase en lC-nea|14f23fe6-9adc-4fc3-b554-30cc630a0c40||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Seguidor|0761d23f-2fb2-49ab-889a-fb3cc0c24a4e||Seguidor-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Sesión|63b12fe8-ce05-43f0-b3ea-0240734fa378||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Sesión|067ae9c1-d7a5-4eb6-aef1-32a2dd049c8f||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbernard|Sesión|88b54e51-5ef5-4e9a-9b79-d577c27f90d6||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbrooks|Clase en lC-nea|865a3264-4b09-48c8-b03f-939a9e231a1d||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbrooks|Material|5fdaf94e-988a-4c6c-834d-535872c5aeb8||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbrooks|Material|76da6913-0d70-4eee-ba0a-83af08bf35bb||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pbrooks|Material|924579e0-75b3-4613-8c1f-8f71927ebab9||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pcamp|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pcamp|Sesión|3f103a95-c7f4-42fc-a6ab-36302bd0ac06||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pgagnon|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pgagnon|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pgagnon|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pgagnon|Sesión|067ae9c1-d7a5-4eb6-aef1-32a2dd049c8f||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pgonzales|Clase en lC-nea|6622d4c7-5aef-442a-86ff-2d9eb768779b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pgonzales|Clase en lC-nea|14f23fe6-9adc-4fc3-b554-30cc630a0c40||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pgonzales|Material|924579e0-75b3-4613-8c1f-8f71927ebab9||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pgonzales|Seguidor|0761d23f-2fb2-49ab-889a-fb3cc0c24a4e||Seguidor-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PGoode|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PGoode|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PGoode|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PGoode|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PGoode|Sesión|067ae9c1-d7a5-4eb6-aef1-32a2dd049c8f||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
philippe@lefuret.fr|Prueba|99433bd2-af6e-49ed-a158-8827601f5449||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
philippe@lefuret.fr|Prueba|649b2430-2c01-4190-9cab-cab1bf4dba1b||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
philippe@lefuret.fr|Prueba|161e97aa-917e-4b25-8766-db6713e11013||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Evento|d85aed90-393a-4fae-98d9-71e2fcd374ce||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Material|5fdaf94e-988a-4c6c-834d-535872c5aeb8||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Material|924579e0-75b3-4613-8c1f-8f71927ebab9||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Prueba|99433bd2-af6e-49ed-a158-8827601f5449||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Prueba|649b2430-2c01-4190-9cab-cab1bf4dba1b||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Prueba|161e97aa-917e-4b25-8766-db6713e11013||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Sesión|55d51db6-2d7e-4f87-b6c6-30fea58c97ee||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Sesión|3f103a95-c7f4-42fc-a6ab-36302bd0ac06||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Sesión|02d84804-637d-4763-bfc4-5abc7d8724e8||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Sesión|987525a9-beb7-42ae-8377-63839b64406a||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
phoffman|Sesión|2ed54bfe-3901-4ba6-80ee-8a96fe33b94e||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
plefevre|Clase en lC-nea|7661d26d-81e7-4976-b318-490476917c1b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
plefevre|Clase en lC-nea|81ed7b51-f5cc-4d1d-a872-dfd56bfac17c||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmeyer|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmeyer|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmeyer|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmeyer|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmeyer|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmeyer|Sesión|067ae9c1-d7a5-4eb6-aef1-32a2dd049c8f||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmeyer|Sesión|33dfabcc-bee1-444d-9a9d-652183eb182d||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmeyer|Sesión|bb651d30-1312-4a54-b76a-a63738cd85bf||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmulder|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmulder|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmulder|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmulder|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pmulder|Sesión|067ae9c1-d7a5-4eb6-aef1-32a2dd049c8f||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pruiz|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pruiz|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pruiz|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pruiz|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
pruiz|Sesión|2ed54bfe-3901-4ba6-80ee-8a96fe33b94e||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PSchneider|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PSchneider|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PSchneider|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PSchneider|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PSchneider|Evento|cb5e2f07-86a1-4086-88b3-4470b1843e37||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PSchneider|Material|bd439023-4004-4dbc-9ef7-5270736d00c5||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
PSchneider|Prueba|7708cbfe-3c9e-4c87-a2fb-163cc7bd021e||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
